,0
100,0.4686371173204019
101,2.2515074393701706
102,-0.12727083968655345
103,0.02750344416955179
104,-1.1556839383401858
105,-0.7593107723672337
106,0.20978117219520875
107,0.6137043032343125
108,0.6422863138418857
109,-1.0871949695258118
110,-1.9387231723438956
111,0.09437456332689331
112,-1.1152376969143742
113,1.7710060912315306
114,0.8218676257724886
115,-0.9448241997069554
116,-1.3724757923825353
117,-0.28743795573276676
118,1.4458183101680067
119,0.5624723974282846
120,-0.4664799844443587
121,-1.1982873126420404
122,-2.008829990815302
123,-0.024267744855486828
124,1.5029823313831534
125,-0.1423707698188563
126,-1.077487871583617
127,-2.028783469918702
128,0.847753220285008
129,0.3726447043364762
130,0.9653169620293665
131,-1.4943537998789804
132,-2.412753121854406
133,3.2950204681561064
134,1.2079944105842353
135,-0.5123190580602783
136,-2.7665229135255034
137,-1.038659479814838
138,1.56661775122643
139,2.420842370139568
140,-0.6196364186434313
141,-0.5554617155811439
142,0.39799101562998485
143,-0.04152480786383306
144,-0.8898173113678518
145,0.6757218734205566
146,-0.15315643419907268
147,0.8428996713139105
148,-0.41956234439041745
149,-0.39151961700185484
150,-1.5984354611480684
151,0.43735869061777466
152,1.4522897087961364
153,0.7965213144789802
154,-1.6518244998301395
155,-1.3083010893202478
156,0.3273449139395673
157,3.457344717078363
158,0.21409543794729524
159,-1.9025911966701705
160,-0.22488110232751168
161,-0.3478376762619785
162,1.0257166825585784
163,0.8590781678842352
164,-0.34514126016692437
165,-1.7133027867973731
166,0.19522052528191658
167,0.11217090955425044
168,0.2804272738856261
169,-1.3444330649939724
170,0.677339723077589
171,-0.2723380256004638
172,-0.29984146977001547
173,-0.6045364885111285
174,1.3136939215103558
175,1.1502911061500776
176,-0.12026015783941273
177,-2.182479187336786
178,-1.0133131685213295
179,-0.05986043731020094
180,2.2542038554652253
181,0.7598500555862444
182,-0.41578736185734166
183,-0.8240247586485319
184,0.38073395262163845
185,-0.3952945995349305
186,2.0918796065429683
187,-0.5311939707256571
188,1.1761767006625967
189,-1.943037438095982
190,-1.3902721386098922
191,-0.4654014180063371
192,3.4713660807726443
193,0.5495296001720249
194,1.005763203455178
195,-2.414910254730449
196,-0.5209475895644515
197,-0.08304961572766617
198,0.5441367679819168
199,1.2101515434602785
