,0
50,1.5904436109501978
51,1.6921506364306262
52,1.9782016455943308
53,2.5401329613736974
54,3.540675824537411
55,5.189600975138855
56,7.522505872096181
57,9.981273213085537
58,11.378473475622918
59,11.064453034452097
60,9.461296045316846
61,7.517420520822159
62,5.696864764722492
63,4.300935840003612
64,3.2736948826512866
65,2.5477609882847294
66,2.045582549975115
67,1.727748095348776
68,1.5497608007580266
69,1.5078066527473497
70,1.6095136782277781
71,1.899378700846999
72,2.471480719174408
73,3.5203344194413253
74,5.180701610409319
75,7.513606507366643
76,10.015599334185179
77,11.517049297840002
78,11.262781734138931
79,9.5693597598898
80,7.572088047017889
81,5.736276237096158
82,4.314920556007172
83,3.210127991726019
84,2.4791087460854406
85,1.968030943046288
86,1.6463824749644336
87,1.4633098290996622
88,1.4213556810889858
89,1.523062706569414
90,1.7964003375480653
91,2.3685023558754748
92,3.3932006375907897
93,5.072637895836364
94,7.471652359355966
95,9.901178930519698
96,11.322534611608685
97,11.377202137804412
98,9.754975081391583
99,7.750075341608639
