,0
50,31.04038976300507
51,35.409037211131704
52,40.18755776079884
53,44.82612164164726
54,48.79489289314903
55,50.11448434201108
56,47.44531072954012
57,40.60742776725495
58,32.18003692338593
59,24.692355141585352
60,19.783874828015144
61,17.11470121554418
62,16.00504476991018
63,15.98505096007894
64,16.794800258244287
65,18.29433599558753
66,20.40368293278368
67,23.062859640339028
68,26.421819691987892
69,30.870442379439503
70,35.359052686553596
71,40.18755776079884
72,44.89609997605661
73,48.784895988233416
74,50.11448434201108
75,48.085112644139905
76,40.747384436073645
77,32.40996573644523
78,24.65236752192287
79,19.81386554276201
80,17.054719786050452
81,15.925069530585208
82,15.675146907694668
83,16.4748993009444
84,17.974435038287638
85,20.093778880399412
86,22.732961778123517
87,26.03194040027865
88,30.55054142213961
89,35.1291238734943
90,40.007613472317644
91,44.71615568757542
92,48.94484646688336
93,50.454379109142224
94,48.09510954905552
95,41.06728539337354
96,33.06976146087625
97,25.062240623463353
98,20.113772690230658
99,17.274651694194127
