,0
0,0.0
1,0.1008384202581046
2,0.2006488565226854
3,0.2984138044476411
4,0.3931366121483298
5,0.48385164043793466
6,0.5696341069089657
7,0.6496095135057065
8,0.7229625614794605
9,0.7889454628442574
10,0.8468855636029834
11,0.8961922010299563
12,0.9363627251042848
13,0.9669876227092996
14,0.9877546923600838
15,0.9984522269003895
16,0.9989711717233568
17,0.9893062365143401
18,0.9695559491823237
19,0.9399216514301312
20,0.9007054462029555
21,0.8523071179396752
22,0.7952200570230491
23,0.7300262299764464
24,0.6573902466827755
25,0.5780525851065732
26,0.4928220425889235
27,0.40256749066949654
28,0.30820901749007684
29,0.2107085480771929
30,0.11106003812412972
31,0.010279341240534697
32,-0.09060614703340773
33,-0.19056796287548539
34,-0.28858705872043244
35,-0.38366419180611233
36,-0.47483011082223947
37,-0.5611554368152017
38,-0.6417601376193878
39,-0.7158224992291902
40,-0.7825875026542022
41,-0.8413745208608701
42,-0.8915842573351402
43,-0.9327048555318336
44,-0.9643171169287782
45,-0.9860987744909296
46,-0.9978277779792126
47,-0.9993845576124357
48,-0.9907532430056771
49,-0.9720218249588334
