,0,1
0,39.68,9.09
1,26.34880519380158,10.2474876488499
2,19.03411520140976,7.480619543123559
3,17.57515665345857,4.608528889620648
4,19.53895343005841,2.8784710387073376
5,24.016608919686192,2.0478918669288793
6,30.766694563339566,1.825149146574305
7,39.2353306420107,2.2110451969145273
8,46.706637456108794,3.7347196156429345
9,45.47167647994077,7.400635331592788
10,32.025450605622346,10.781325902514183
11,20.83483800792159,9.139836309140607
12,17.107384480591616,5.761000007203653
13,17.778211596558457,3.436057249494167
14,21.235917653240865,2.230647858326502
15,27.09203786303716,1.7459188643740653
16,35.16657854418806,1.807095686105418
17,44.22658171501832,2.6504933237475163
18,49.00148622236317,5.2667141009698755
19,40.06364703243909,9.912609321650176
20,24.879871005239377,10.859694360992433
21,17.58391964262218,7.451174357424297
22,16.45464561192038,4.357381971641426
23,18.683585873302746,2.6149523684195497
24,23.43087029827036,1.8064544670384315
25,30.590701841536443,1.5840137436802424
26,39.815503953851184,1.9306095262171095
27,48.5690353263127,3.414563594160868
28,48.09418813941689,7.435368902007727
29,32.61235516636722,11.631371961616678
30,19.87983462912622,9.72995082778405
31,15.898091355419673,5.859780489640587
32,16.55031475394306,3.3260775977694252
33,20.003805479225612,2.0543268318110828
34,25.917740595276406,1.531171404552835
35,34.30393735011658,1.519212709972486
36,44.39843161124186,2.1888873003325306
37,51.562042706953534,4.564013666987758
38,43.945209176575005,9.884347973732092
39,25.868615595577758,12.003422976929556
40,16.814836166841463,8.2238035898431
41,15.125472162229311,4.602147092052348
42,17.037460524426315,2.6000148053434256
43,21.50220123934533,1.671059798460445
44,28.479936056125574,1.3503007284653414
45,37.989181683082485,1.5172432992265439
46,48.58850799002684,2.5661143316482127
47,52.759271104268926,6.071113843137933
48,38.09045436302126,11.965960682881722
49,20.987148961882976,11.406573047997469
50,14.99882845907774,6.856153702323393
51,14.817537941659436,3.684906666718807
52,17.648499985722868,2.0954023622608147
53,22.951885933167322,1.40317245285657
54,30.8743929779667,1.2236798116196035
55,41.37858721947478,1.5426162275893358
56,52.14555101674697,3.010165121270219
57,52.372790808385126,7.746690290217097
58,32.51071818526966,13.293202720590513
59,17.77863329468481,10.501000826711298
60,13.873536670460206,5.807372507916406
61,14.667675187709849,3.0460019308510073
62,18.15745998079245,1.7447815076701039
63,24.119651820508107,1.2078542999372635
64,32.828904911510385,1.1203671064985687
65,44.19228515906203,1.552409482454012
66,55.01392310417615,3.40807833299968
67,51.37697116017715,9.273107044239328
68,28.364112474628513,14.01911603120155
69,15.717840261259475,9.746362787464177
70,13.070683354661027,5.100893852065744
71,14.454562119759647,2.622913356103313
72,18.363609788546317,1.502124776008776
73,24.76890412184652,1.057432227343283
74,34.049184072959186,1.0173934250689112
75,46.13420383299298,1.499897959126978
76,57.3013065274546,3.5901724187663113
77,51.151160845916834,10.318558152161796
78,26.00021610158069,14.569680786914907
79,14.399105438787302,9.39198617202347
80,12.364201488022312,4.724232964194703
81,14.01915629261376,2.3745882875048903
82,18.098151643768364,1.3407621348998697
83,24.68022288024582,0.9368771948758912
84,34.23824342571194,0.9025984019760996
85,46.859719646768355,1.3529188838337265
86,59.02605811222976,3.3905908352056224
87,53.01484787092273,10.549443382883963
88,25.63503796473975,15.32369859353725
89,13.633122567222012,9.615264798965589
90,11.639065287368885,4.692210171960084
91,13.266765382742145,2.2892867760383546
92,17.24757773369757,1.2515351238538508
93,23.689943355338134,0.8427401628305131
94,33.14048080057017,0.778422655134419
95,45.959671751021034,1.1192020430267111
96,59.693677875867884,2.767998539849889
97,57.73083218337165,9.531927988910589
98,28.06126133620801,16.382926618781553
99,13.50132288034849,10.654301408610973
