,0
0,-0.8820942702191994
1,-0.6973774048457092
2,-0.7327027054773194
3,-0.8193834544444537
4,-0.8957742479409871
5,-0.8600957369335906
6,-0.581993253138186
7,-0.3040181157960908
8,-0.25741528130549396
9,-0.3047640043190661
10,-0.35037054176119026
11,-0.3283517113467117
12,-0.07337739968928127
13,0.25444065000195276
14,0.3604957186684422
15,0.32328514931064545
16,0.27583927153949234
17,0.2596533803038238
18,0.44691271213225303
19,0.771320789333145
20,0.907287925576335
21,0.8524378532721306
22,0.7693323415878941
23,0.6930665721173864
24,0.7788732049076601
25,1.051630563614801
26,1.19205516497781
27,1.1052101523927147
28,0.9648677420133779
29,0.8193495234435962
30,0.7915535360303139
31,0.982114947607219
32,1.1142381316438836
33,1.001841596154835
34,0.8039487456649792
35,0.5982114385292338
36,0.47047521094868405
37,0.5724420292780129
38,0.6990947748167554
39,0.5882818238938223
40,0.3553433234352619
41,0.11544319483411497
42,-0.07670492241174465
43,-0.04722262431921355
44,0.08857259151395945
45,0.01931832619148578
46,-0.20967662217050764
47,-0.4481937771975629
48,-0.6583318776157169
49,-0.6714931580277413
