,0
0,-0.7327637407981761
1,-0.31199250965286246
2,-0.12802128028336046
3,1.2105257435630146
4,0.8104102279505372
5,0.19351629405662418
6,0.1318243283177736
7,0.18642456917308867
8,-1.2584365360073095
9,-0.12333861412269906
10,0.980597072357775
11,0.7441483337302303
12,-0.6151613396170484
13,1.2104503161646551
14,-0.42063977379142437
15,1.2090598917626239
16,-0.6038977650174776
17,-0.223895889359407
18,0.12458823615038435
19,-0.6993721614794098
20,-1.2987668565582884
21,-2.273674163072736
22,-1.3173709179206199
23,-0.23392932024137564
24,-0.7344784608295857
25,1.49437262438945
26,-1.9565379292506766
27,0.5092462557931708
28,1.601255428202492
29,0.6377295780963897
30,1.2427930076700717
31,0.17511576600933146
32,1.0787169881129333
33,0.739092305992894
34,-0.29902236401821525
35,1.4098233677498047
36,0.25709857486221316
37,0.08846807929846245
38,-1.205702891601954
39,0.8080403094087812
40,0.1059244891545732
41,0.37244673545572604
42,-1.3565060473712536
43,-0.6155636025949743
44,-0.8642946727395079
45,0.10089695007979062
46,-0.8947870279127565
47,0.07074879585397258
48,-1.1797654577800387
49,-0.9670319584824694
