,0
0,-0.4629131814757667
1,1.6652246800829238
2,2.0102140018222014
3,-0.033091459136670165
4,0.23163075472716177
5,-1.1665863320974146
6,1.2492481767095978
7,1.5105544249587883
8,-0.030903306488687842
9,0.9117133029658171
10,0.264920160552929
11,-1.6385435912673034
12,-2.548637438690932
13,0.6215044024221846
14,0.3371490999873094
15,0.18059271860878115
16,1.1450234267652215
17,0.6502385012923755
18,-0.8452331670627172
19,-0.45636936827602537
20,-0.2758072311819985
21,0.4479614726051194
22,-1.135067348508804
23,-1.2897604339956439
24,-1.9891495681886984
25,-0.8269264175730429
26,0.07162120873995627
27,-0.021786228024214333
28,-0.00907498176532695
29,1.5033607387462726
30,0.02522035359471869
31,-0.21535446024533933
32,1.5888247692232276
33,-2.0412806470609786
34,1.2463137837304756
35,0.1212757180910788
36,0.9750475792165935
37,0.9550658222712124
38,-0.23605399478136996
39,-1.2449040540180365
40,-0.20665157599519154
41,0.4650020221836246
42,1.393469960993015
43,-0.9605989212344407
44,0.6664406023181846
45,-1.0281049824761264
46,0.7695992892782072
47,-1.1448248985232343
48,-1.2170636274536284
49,1.881124819580872
