,0
0,-0.4629131814757667
1,1.6652246800829238
2,2.0102140018222014
3,-0.033091459136670165
4,0.23163075472716177
5,-1.1665863320974146
6,1.2492481767095978
7,1.5105544249587883
8,-0.030903306488687842
9,0.9117133029658171
10,0.264920160552929
11,-1.6385435912673034
12,-2.548637438690932
13,0.6215044024221846
14,0.3371490999873094
15,0.18059271860878115
16,1.1450234267652215
17,0.6502385012923755
18,-0.8452331670627172
19,-0.45636936827602537
20,-0.2758072311819985
21,0.4479614726051194
22,-1.135067348508804
23,-1.2897604339956439
24,-1.9891495681886984
25,-0.8269264175730429
26,0.07162120873995627
27,-0.021786228024214333
28,-0.00907498176532695
29,1.5033607387462726
30,0.02522035359471869
31,-0.21535446024533933
32,1.5888247692232276
33,-2.0412806470609786
34,1.2463137837304756
35,0.1212757180910788
36,0.9750475792165935
37,0.9550658222712124
38,-0.23605399478136996
39,-1.2449040540180365
40,-0.20665157599519154
41,0.4650020221836246
42,1.393469960993015
43,-0.9605989212344407
44,0.6664406023181846
45,-1.0281049824761264
46,0.7695992892782072
47,-1.1448248985232343
48,-1.2170636274536284
49,1.881124819580872
50,-0.7327637407981761
51,-0.31199250965286246
52,-0.12802128028336046
53,1.2105257435630146
54,0.8104102279505372
55,0.19351629405662418
56,0.1318243283177736
57,0.18642456917308867
58,-1.2584365360073095
59,-0.12333861412269906
60,0.980597072357775
61,0.7441483337302303
62,-0.6151613396170484
63,1.2104503161646551
64,-0.42063977379142437
65,1.2090598917626239
66,-0.6038977650174776
67,-0.223895889359407
68,0.12458823615038435
69,-0.6993721614794098
70,-1.2987668565582884
71,-2.273674163072736
72,-1.3173709179206199
73,-0.23392932024137564
74,-0.7344784608295857
75,1.49437262438945
76,-1.9565379292506766
77,0.5092462557931708
78,1.601255428202492
79,0.6377295780963897
80,1.2427930076700717
81,0.17511576600933146
82,1.0787169881129333
83,0.739092305992894
84,-0.29902236401821525
85,1.4098233677498047
86,0.25709857486221316
87,0.08846807929846245
88,-1.205702891601954
89,0.8080403094087812
90,0.1059244891545732
91,0.37244673545572604
92,-1.3565060473712536
93,-0.6155636025949743
94,-0.8642946727395079
95,0.10089695007979062
96,-0.8947870279127565
97,0.07074879585397258
98,-1.1797654577800387
99,-0.9670319584824694
